 0.04  0.91  0.04
 0.50  0.00  0.50
 0.41  0.17  0.41
 0.09  0.83  0.09
 0.50  0.00  0.50
 0.37  0.26  0.37
 0.13  0.74  0.13
 0.50  0.00  0.50
 0.33  0.34  0.33
 0.17  0.66  0.17
 0.50  0.00  0.50
 0.30  0.40  0.30
 0.20  0.60  0.20
 0.50  0.00  0.50
 0.28  0.45  0.28
 0.22  0.55  0.22
 0.50  0.00  0.50
 0.26  0.48  0.26
 0.24  0.52  0.24
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.24  0.53  0.24
 0.26  0.47  0.26
 0.50  0.00  0.50
 0.24  0.52  0.24
 0.26  0.48  0.26
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.27  0.47  0.27
 0.23  0.53  0.23
 0.50  0.00  0.50
 0.29  0.42  0.29
 0.21  0.58  0.21
 0.50  0.00  0.50
 0.32  0.36  0.32
 0.18  0.64  0.18
 0.50  0.00  0.50
 0.36  0.28  0.36
 0.14  0.72  0.14
 0.50  0.00  0.50
 0.41  0.19  0.41
 0.09  0.81  0.09
 0.50  0.00  0.50
 0.45  0.10  0.45
 0.05  0.90  0.05
 0.50  0.00  0.50
 0.49  0.03  0.49
 0.01  0.97  0.01
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.49  0.03  0.49
 0.01  0.97  0.01
 0.50  0.00  0.50
 0.45  0.10  0.45
 0.05  0.90  0.05
 0.50  0.00  0.50
 0.41  0.19  0.41
 0.09  0.81  0.09
 0.50  0.00  0.50
 0.36  0.28  0.36
 0.14  0.72  0.14
 0.50  0.00  0.50
 0.32  0.36  0.32
 0.18  0.64  0.18
 0.50  0.00  0.50
 0.29  0.42  0.29
 0.21  0.58  0.21
 0.50  0.00  0.50
 0.27  0.47  0.27
 0.23  0.53  0.23
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.24  0.52  0.24
 0.26  0.48  0.26
 0.50  0.00  0.50
 0.22  0.56  0.22
 0.28  0.44  0.28
 0.50  0.00  0.50
 0.22  0.55  0.22
 0.28  0.45  0.28
 0.50  0.00  0.50
 0.23  0.53  0.23
 0.27  0.47  0.27
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.27  0.45  0.27
 0.23  0.55  0.23
 0.50  0.00  0.50
 0.31  0.39  0.31
 0.19  0.61  0.19
 0.50  0.00  0.50
 0.35  0.30  0.35
 0.15  0.70  0.15
 0.50  0.00  0.50
 0.40  0.21  0.40
 0.10  0.79  0.10
 0.50  0.00  0.50
 0.45  0.11  0.45
 0.05  0.89  0.05
 0.50  0.00  0.50
 0.49  0.03  0.49
 0.01  0.97  0.01
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.49  0.03  0.49
 0.01  0.97  0.01
 0.50  0.00  0.50
 0.45  0.11  0.45
 0.05  0.89  0.05
 0.50  0.00  0.50
 0.40  0.21  0.40
 0.10  0.79  0.10
 0.50  0.00  0.50
 0.35  0.30  0.35
 0.15  0.70  0.15
 0.50  0.00  0.50
 0.31  0.39  0.31
 0.19  0.61  0.19
 0.50  0.00  0.50
 0.27  0.45  0.27
 0.23  0.55  0.23
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.23  0.53  0.23
 0.27  0.47  0.27
 0.50  0.00  0.50
 0.22  0.55  0.22
 0.28  0.45  0.28
 0.50  0.00  0.50
 0.20  0.60  0.20
 0.30  0.40  0.30
 0.50  0.00  0.50
 0.20  0.60  0.20
 0.30  0.40  0.30
 0.50  0.00  0.50
 0.21  0.58  0.21
 0.29  0.42  0.29
 0.50  0.00  0.50
 0.23  0.55  0.23
 0.27  0.45  0.27
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.28  0.43  0.28
 0.22  0.57  0.22
 0.50  0.00  0.50
 0.33  0.35  0.33
 0.17  0.65  0.17
 0.50  0.00  0.50
 0.38  0.24  0.38
 0.12  0.76  0.12
 0.50  0.00  0.50
 0.44  0.13  0.44
 0.06  0.87  0.06
 0.50  0.00  0.50
 0.48  0.04  0.48
 0.02  0.96  0.02
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.48  0.04  0.48
 0.02  0.96  0.02
 0.50  0.00  0.50
 0.44  0.13  0.44
 0.06  0.87  0.06
 0.50  0.00  0.50
 0.38  0.24  0.38
 0.12  0.76  0.12
 0.50  0.00  0.50
 0.33  0.35  0.33
 0.17  0.65  0.17
 0.50  0.00  0.50
 0.28  0.43  0.28
 0.22  0.57  0.22
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.23  0.55  0.23
 0.27  0.45  0.27
 0.50  0.00  0.50
 0.21  0.58  0.21
 0.29  0.42  0.29
 0.50  0.00  0.50
 0.20  0.60  0.20
 0.30  0.40  0.30
 0.50  0.00  0.50
 0.17  0.67  0.17
 0.33  0.33  0.33
 0.50  0.00  0.50
 0.17  0.66  0.17
 0.33  0.34  0.33
 0.50  0.00  0.50
 0.18  0.64  0.18
 0.32  0.36  0.32
 0.50  0.00  0.50
 0.19  0.61  0.19
 0.31  0.39  0.31
 0.50  0.00  0.50
 0.22  0.57  0.22
 0.28  0.43  0.28
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.30  0.41  0.30
 0.20  0.59  0.20
 0.50  0.00  0.50
 0.35  0.29  0.35
 0.15  0.71  0.15
 0.50  0.00  0.50
 0.42  0.16  0.42
 0.08  0.84  0.08
 0.50  0.00  0.50
 0.48  0.05  0.48
 0.02  0.95  0.02
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.48  0.05  0.48
 0.02  0.95  0.02
 0.50  0.00  0.50
 0.42  0.16  0.42
 0.08  0.84  0.08
 0.50  0.00  0.50
 0.35  0.29  0.35
 0.15  0.71  0.15
 0.50  0.00  0.50
 0.30  0.41  0.30
 0.20  0.59  0.20
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.22  0.57  0.22
 0.28  0.43  0.28
 0.50  0.00  0.50
 0.19  0.61  0.19
 0.31  0.39  0.31
 0.50  0.00  0.50
 0.18  0.64  0.18
 0.32  0.36  0.32
 0.50  0.00  0.50
 0.17  0.66  0.17
 0.33  0.34  0.33
 0.50  0.00  0.50
 0.13  0.74  0.13
 0.37  0.26  0.37
 0.50  0.00  0.50
 0.13  0.74  0.13
 0.37  0.26  0.37
 0.50  0.00  0.50
 0.14  0.72  0.14
 0.36  0.28  0.36
 0.50  0.00  0.50
 0.15  0.70  0.15
 0.35  0.30  0.35
 0.50  0.00  0.50
 0.17  0.65  0.17
 0.33  0.35  0.33
 0.50  0.00  0.50
 0.20  0.59  0.20
 0.30  0.41  0.30
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.31  0.37  0.31
 0.19  0.63  0.19
 0.50  0.00  0.50
 0.39  0.22  0.39
 0.11  0.78  0.11
 0.50  0.00  0.50
 0.47  0.07  0.47
 0.03  0.93  0.03
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.47  0.07  0.47
 0.03  0.93  0.03
 0.50  0.00  0.50
 0.39  0.22  0.39
 0.11  0.78  0.11
 0.50  0.00  0.50
 0.31  0.37  0.31
 0.19  0.63  0.19
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.20  0.59  0.20
 0.30  0.41  0.30
 0.50  0.00  0.50
 0.17  0.65  0.17
 0.33  0.35  0.33
 0.50  0.00  0.50
 0.15  0.70  0.15
 0.35  0.30  0.35
 0.50  0.00  0.50
 0.14  0.72  0.14
 0.36  0.28  0.36
 0.50  0.00  0.50
 0.13  0.74  0.13
 0.37  0.26  0.37
 0.50  0.00  0.50
 0.09  0.83  0.09
 0.41  0.17  0.41
 0.50  0.00  0.50
 0.09  0.83  0.09
 0.41  0.17  0.41
 0.50  0.00  0.50
 0.09  0.81  0.09
 0.41  0.19  0.41
 0.50  0.00  0.50
 0.10  0.79  0.10
 0.40  0.21  0.40
 0.50  0.00  0.50
 0.12  0.76  0.12
 0.38  0.24  0.38
 0.50  0.00  0.50
 0.15  0.71  0.15
 0.35  0.29  0.35
 0.50  0.00  0.50
 0.19  0.63  0.19
 0.31  0.37  0.31
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.34  0.32  0.34
 0.16  0.68  0.16
 0.50  0.00  0.50
 0.45  0.11  0.45
 0.05  0.89  0.05
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.45  0.11  0.45
 0.05  0.89  0.05
 0.50  0.00  0.50
 0.34  0.32  0.34
 0.16  0.68  0.16
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.19  0.63  0.19
 0.31  0.37  0.31
 0.50  0.00  0.50
 0.15  0.71  0.15
 0.35  0.29  0.35
 0.50  0.00  0.50
 0.12  0.76  0.12
 0.38  0.24  0.38
 0.50  0.00  0.50
 0.10  0.79  0.10
 0.40  0.21  0.40
 0.50  0.00  0.50
 0.09  0.81  0.09
 0.41  0.19  0.41
 0.50  0.00  0.50
 0.09  0.83  0.09
 0.41  0.17  0.41
 0.50  0.00  0.50
 0.04  0.91  0.04
 0.46  0.09  0.46
 0.50  0.00  0.50
 0.04  0.91  0.04
 0.46  0.09  0.46
 0.50  0.00  0.50
 0.05  0.90  0.05
 0.45  0.10  0.45
 0.50  0.00  0.50
 0.05  0.89  0.05
 0.45  0.11  0.45
 0.50  0.00  0.50
 0.06  0.87  0.06
 0.44  0.13  0.44
 0.50  0.00  0.50
 0.08  0.84  0.08
 0.42  0.16  0.42
 0.50  0.00  0.50
 0.11  0.78  0.11
 0.39  0.22  0.39
 0.50  0.00  0.50
 0.16  0.68  0.16
 0.34  0.32  0.34
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.40  0.20  0.40
 0.10  0.80  0.10
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.40  0.20  0.40
 0.10  0.80  0.10
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.16  0.68  0.16
 0.34  0.32  0.34
 0.50  0.00  0.50
 0.11  0.78  0.11
 0.39  0.22  0.39
 0.50  0.00  0.50
 0.08  0.84  0.08
 0.42  0.16  0.42
 0.50  0.00  0.50
 0.06  0.87  0.06
 0.44  0.13  0.44
 0.50  0.00  0.50
 0.05  0.89  0.05
 0.45  0.11  0.45
 0.50  0.00  0.50
 0.05  0.90  0.05
 0.45  0.10  0.45
 0.50  0.00  0.50
 0.04  0.91  0.04
 0.46  0.09  0.46
 0.50  0.00  0.50
 0.01  0.98  0.01
 0.49  0.02  0.49
 0.50  0.00  0.50
 0.01  0.98  0.01
 0.49  0.02  0.49
 0.50  0.00  0.50
 0.01  0.97  0.01
 0.49  0.03  0.49
 0.50  0.00  0.50
 0.01  0.97  0.01
 0.49  0.03  0.49
 0.50  0.00  0.50
 0.02  0.96  0.02
 0.48  0.04  0.48
 0.50  0.00  0.50
 0.02  0.95  0.02
 0.48  0.05  0.48
 0.50  0.00  0.50
 0.03  0.93  0.03
 0.47  0.07  0.47
 0.50  0.00  0.50
 0.05  0.89  0.05
 0.45  0.11  0.45
 0.50  0.00  0.50
 0.10  0.80  0.10
 0.40  0.20  0.40
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.10  0.80  0.10
 0.40  0.20  0.40
 0.50  0.00  0.50
 0.05  0.89  0.05
 0.45  0.11  0.45
 0.50  0.00  0.50
 0.03  0.93  0.03
 0.47  0.07  0.47
 0.50  0.00  0.50
 0.02  0.95  0.02
 0.48  0.05  0.48
 0.50  0.00  0.50
 0.02  0.96  0.02
 0.48  0.04  0.48
 0.50  0.00  0.50
 0.01  0.97  0.01
 0.49  0.03  0.49
 0.50  0.00  0.50
 0.01  0.97  0.01
 0.49  0.03  0.49
 0.50  0.00  0.50
 0.01  0.98  0.01
 0.49  0.02  0.49
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.01  0.98  0.01
 0.49  0.02  0.49
 0.50  0.00  0.50
 0.01  0.98  0.01
 0.49  0.02  0.49
 0.50  0.00  0.50
 0.01  0.97  0.01
 0.49  0.03  0.49
 0.50  0.00  0.50
 0.01  0.97  0.01
 0.49  0.03  0.49
 0.50  0.00  0.50
 0.02  0.96  0.02
 0.48  0.04  0.48
 0.50  0.00  0.50
 0.02  0.95  0.02
 0.48  0.05  0.48
 0.50  0.00  0.50
 0.03  0.93  0.03
 0.47  0.07  0.47
 0.50  0.00  0.50
 0.05  0.89  0.05
 0.45  0.11  0.45
 0.50  0.00  0.50
 0.10  0.80  0.10
 0.40  0.20  0.40
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.10  0.80  0.10
 0.40  0.20  0.40
 0.50  0.00  0.50
 0.05  0.89  0.05
 0.45  0.11  0.45
 0.50  0.00  0.50
 0.03  0.93  0.03
 0.47  0.07  0.47
 0.50  0.00  0.50
 0.02  0.95  0.02
 0.48  0.05  0.48
 0.50  0.00  0.50
 0.02  0.96  0.02
 0.48  0.04  0.48
 0.50  0.00  0.50
 0.01  0.97  0.01
 0.49  0.03  0.49
 0.50  0.00  0.50
 0.01  0.97  0.01
 0.49  0.03  0.49
 0.50  0.00  0.50
 0.01  0.98  0.01
 0.49  0.02  0.49
 0.50  0.00  0.50
 0.04  0.91  0.04
 0.46  0.09  0.46
 0.50  0.00  0.50
 0.04  0.91  0.04
 0.46  0.09  0.46
 0.50  0.00  0.50
 0.05  0.90  0.05
 0.45  0.10  0.45
 0.50  0.00  0.50
 0.05  0.89  0.05
 0.45  0.11  0.45
 0.50  0.00  0.50
 0.06  0.87  0.06
 0.44  0.13  0.44
 0.50  0.00  0.50
 0.08  0.84  0.08
 0.42  0.16  0.42
 0.50  0.00  0.50
 0.11  0.78  0.11
 0.39  0.22  0.39
 0.50  0.00  0.50
 0.16  0.68  0.16
 0.34  0.32  0.34
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.40  0.20  0.40
 0.10  0.80  0.10
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.40  0.20  0.40
 0.10  0.80  0.10
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.16  0.68  0.16
 0.34  0.32  0.34
 0.50  0.00  0.50
 0.11  0.78  0.11
 0.39  0.22  0.39
 0.50  0.00  0.50
 0.08  0.84  0.08
 0.42  0.16  0.42
 0.50  0.00  0.50
 0.06  0.87  0.06
 0.44  0.13  0.44
 0.50  0.00  0.50
 0.05  0.89  0.05
 0.45  0.11  0.45
 0.50  0.00  0.50
 0.05  0.90  0.05
 0.45  0.10  0.45
 0.50  0.00  0.50
 0.04  0.91  0.04
 0.46  0.09  0.46
 0.50  0.00  0.50
 0.09  0.83  0.09
 0.41  0.17  0.41
 0.50  0.00  0.50
 0.09  0.83  0.09
 0.41  0.17  0.41
 0.50  0.00  0.50
 0.09  0.81  0.09
 0.41  0.19  0.41
 0.50  0.00  0.50
 0.10  0.79  0.10
 0.40  0.21  0.40
 0.50  0.00  0.50
 0.12  0.76  0.12
 0.38  0.24  0.38
 0.50  0.00  0.50
 0.15  0.71  0.15
 0.35  0.29  0.35
 0.50  0.00  0.50
 0.19  0.63  0.19
 0.31  0.37  0.31
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.34  0.32  0.34
 0.16  0.68  0.16
 0.50  0.00  0.50
 0.45  0.11  0.45
 0.05  0.89  0.05
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.45  0.11  0.45
 0.05  0.89  0.05
 0.50  0.00  0.50
 0.34  0.32  0.34
 0.16  0.68  0.16
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.19  0.63  0.19
 0.31  0.37  0.31
 0.50  0.00  0.50
 0.15  0.71  0.15
 0.35  0.29  0.35
 0.50  0.00  0.50
 0.12  0.76  0.12
 0.38  0.24  0.38
 0.50  0.00  0.50
 0.10  0.79  0.10
 0.40  0.21  0.40
 0.50  0.00  0.50
 0.09  0.81  0.09
 0.41  0.19  0.41
 0.50  0.00  0.50
 0.09  0.83  0.09
 0.41  0.17  0.41
 0.50  0.00  0.50
 0.13  0.74  0.13
 0.37  0.26  0.37
 0.50  0.00  0.50
 0.13  0.74  0.13
 0.37  0.26  0.37
 0.50  0.00  0.50
 0.14  0.72  0.14
 0.36  0.28  0.36
 0.50  0.00  0.50
 0.15  0.70  0.15
 0.35  0.30  0.35
 0.50  0.00  0.50
 0.17  0.65  0.17
 0.33  0.35  0.33
 0.50  0.00  0.50
 0.20  0.59  0.20
 0.30  0.41  0.30
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.31  0.37  0.31
 0.19  0.63  0.19
 0.50  0.00  0.50
 0.39  0.22  0.39
 0.11  0.78  0.11
 0.50  0.00  0.50
 0.47  0.07  0.47
 0.03  0.93  0.03
 0.50  0.00  0.50
 0.50  0.00  0.50
 0.00  1.00  0.00
 0.50  0.00  0.50
 0.47  0.07  0.47
 0.03  0.93  0.03
 0.50  0.00  0.50
 0.39  0.22  0.39
 0.11  0.78  0.11
 0.50  0.00  0.50
 0.31  0.37  0.31
 0.19  0.63  0.19
 0.50  0.00  0.50
 0.25  0.50  0.25
 0.25  0.50  0.25
 0.50  0.00  0.50
 0.20  0.59  0.20
 0.30  0.41  0.30
 0.50  0.00  0.50
 0.17  0.65  0.17
 0.33  0.35  0.33
 0.50  0.00  0.50
 0.15  0.70  0.15
 0.35  0.30  0.35
 0.50  0.00  0.50
 0.14  0.72  0.14
 0.36  0.28  0.36
 0.50  0.00  0.50
 0.13  0.74  0.13
 0.37  0.26  0.37
 0.50  0.00  0.50
 0.17  0.67  0.17
 0.33  0.33  0.33
 0.50  0.00  0.50
 0.17  0.66  0.17
 0.33  0.34  0.33
 0.50  0.00  0.50
 0.18  0.64  0.18
 0.32  0.36  0.32
 0.50  0.00  0.50
 0.19  0.61  0.19
 0.31  0.39  0.31
